"Order.number.of.item","Label","PennElementType","PennElementName","Value","PROLIFIC_ID","group","experiment","item","condition","modal","parameter","Comments"
37,"norming-trial-1","PennController","40","Start","69ff3891121a95ea9120db69","2","main","main-21","non-bouletic-soll","soll","non-bouletic",""
37,"norming-trial-1","PennController","40","End","69ff3891121a95ea9120db69","2","main","main-21","non-bouletic-soll","soll","non-bouletic",""
37,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69ff3891121a95ea9120db69","2","main","main-21","non-bouletic-soll","soll","non-bouletic",""
37,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","6","69ff3891121a95ea9120db69","2","main","main-21","non-bouletic-soll","soll","non-bouletic","Any addtional parameters were appended as additional columns"
37,"norming-trial-1","TextInput","norm-comment"," ","69ff3891121a95ea9120db69","2","main","main-21","non-bouletic-soll","soll","non-bouletic",""
37,"norming-trial-1","PennController","40","End","69ff3891121a95ea9120db69","2","main","main-21","non-bouletic-soll","soll","non-bouletic",""
12,"norming-trial-1","PennController","15","Start","69ff3891121a95ea9120db69","2","control","control-13","control-bad","kann","bad",""
12,"norming-trial-1","PennController","15","Start","69ff3891121a95ea9120db69","2","control","control-13","control-bad","kann","bad",""
12,"norming-trial-1","PennController","15","End","69ff3891121a95ea9120db69","2","control","control-13","control-bad","kann","bad",""
12,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69ff3891121a95ea9120db69","2","control","control-13","control-bad","kann","bad",""
12,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","1","69ff3891121a95ea9120db69","2","control","control-13","control-bad","kann","bad","Any addtional parameters were appended as additional columns"
12,"norming-trial-1","TextInput","norm-comment"," ","69ff3891121a95ea9120db69","2","control","control-13","control-bad","kann","bad",""
12,"norming-trial-1","PennController","15","End","69ff3891121a95ea9120db69","2","control","control-13","control-bad","kann","bad",""
51,"norming-trial-1","PennController","54","Start","69ff3891121a95ea9120db69","2","main","main-5","bouletic-soll","soll","bouletic",""
51,"norming-trial-1","PennController","54","Start","69ff3891121a95ea9120db69","2","main","main-5","bouletic-soll","soll","bouletic",""
51,"norming-trial-1","PennController","54","End","69ff3891121a95ea9120db69","2","main","main-5","bouletic-soll","soll","bouletic",""
51,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69ff3891121a95ea9120db69","2","main","main-5","bouletic-soll","soll","bouletic",""
51,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","4","69ff3891121a95ea9120db69","2","main","main-5","bouletic-soll","soll","bouletic","Any addtional parameters were appended as additional columns"
51,"norming-trial-1","TextInput","norm-comment"," ","69ff3891121a95ea9120db69","2","main","main-5","bouletic-soll","soll","bouletic",""
51,"norming-trial-1","PennController","54","End","69ff3891121a95ea9120db69","2","main","main-5","bouletic-soll","soll","bouletic",""
24,"norming-trial-1","PennController","27","Start","69ff3891121a95ea9120db69","2","main","main-1","non-bouletic-soll","soll","non-bouletic",""
24,"norming-trial-1","PennController","27","Start","69ff3891121a95ea9120db69","2","main","main-1","non-bouletic-soll","soll","non-bouletic",""
24,"norming-trial-1","PennController","27","End","69ff3891121a95ea9120db69","2","main","main-1","non-bouletic-soll","soll","non-bouletic",""
24,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69ff3891121a95ea9120db69","2","main","main-1","non-bouletic-soll","soll","non-bouletic",""
24,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","5","69ff3891121a95ea9120db69","2","main","main-1","non-bouletic-soll","soll","non-bouletic","Any addtional parameters were appended as additional columns"
24,"norming-trial-1","TextInput","norm-comment"," ","69ff3891121a95ea9120db69","2","main","main-1","non-bouletic-soll","soll","non-bouletic",""
24,"norming-trial-1","PennController","27","End","69ff3891121a95ea9120db69","2","main","main-1","non-bouletic-soll","soll","non-bouletic",""
18,"norming-trial-1","PennController","21","Start","69ff3891121a95ea9120db69","2","control","control-4","control-good","darf","good",""
18,"norming-trial-1","PennController","21","Start","69ff3891121a95ea9120db69","2","control","control-4","control-good","darf","good",""
18,"norming-trial-1","PennController","21","End","69ff3891121a95ea9120db69","2","control","control-4","control-good","darf","good",""
18,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69ff3891121a95ea9120db69","2","control","control-4","control-good","darf","good",""
18,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","7","69ff3891121a95ea9120db69","2","control","control-4","control-good","darf","good","Any addtional parameters were appended as additional columns"
18,"norming-trial-1","TextInput","norm-comment"," ","69ff3891121a95ea9120db69","2","control","control-4","control-good","darf","good",""
18,"norming-trial-1","PennController","21","End","69ff3891121a95ea9120db69","2","control","control-4","control-good","darf","good",""
36,"norming-trial-1","PennController","39","Start","69ff3891121a95ea9120db69","2","main","main-20","bouletic-soll","soll","bouletic",""
36,"norming-trial-1","PennController","39","Start","69ff3891121a95ea9120db69","2","main","main-20","bouletic-soll","soll","bouletic",""
36,"norming-trial-1","PennController","39","End","69ff3891121a95ea9120db69","2","main","main-20","bouletic-soll","soll","bouletic",""
36,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69ff3891121a95ea9120db69","2","main","main-20","bouletic-soll","soll","bouletic",""
36,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","2","69ff3891121a95ea9120db69","2","main","main-20","bouletic-soll","soll","bouletic","Any addtional parameters were appended as additional columns"
36,"norming-trial-1","TextInput","norm-comment"," ","69ff3891121a95ea9120db69","2","main","main-20","bouletic-soll","soll","bouletic",""
36,"norming-trial-1","PennController","39","End","69ff3891121a95ea9120db69","2","main","main-20","bouletic-soll","soll","bouletic",""
29,"norming-trial-1","PennController","32","Start","69ff3891121a95ea9120db69","2","main","main-14","bouletic-soll","soll","bouletic",""
29,"norming-trial-1","PennController","32","Start","69ff3891121a95ea9120db69","2","main","main-14","bouletic-soll","soll","bouletic",""
29,"norming-trial-1","PennController","32","End","69ff3891121a95ea9120db69","2","main","main-14","bouletic-soll","soll","bouletic",""
29,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69ff3891121a95ea9120db69","2","main","main-14","bouletic-soll","soll","bouletic",""
29,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","3","69ff3891121a95ea9120db69","2","main","main-14","bouletic-soll","soll","bouletic","Any addtional parameters were appended as additional columns"
29,"norming-trial-1","TextInput","norm-comment"," ","69ff3891121a95ea9120db69","2","main","main-14","bouletic-soll","soll","bouletic",""
29,"norming-trial-1","PennController","32","End","69ff3891121a95ea9120db69","2","main","main-14","bouletic-soll","soll","bouletic",""
56,"Background-language","PennController","6","Start","69ff3891121a95ea9120db69","NULL","","","","","",""
56,"Background-language","PennController","6","Start","69ff3891121a95ea9120db69","NULL","","","","","",""
56,"Background-language","PennController","6","End","69ff3891121a95ea9120db69","NULL","","","","","",""
56,"Background-language","DropDown","dialect-choice","ja","69ff3891121a95ea9120db69","0","","","","","",""
56,"Background-language","DropDown","languages-choice","ja","69ff3891121a95ea9120db69","0","","","","","",""
56,"Background-language","DropDown","abroad-choice","nein","69ff3891121a95ea9120db69","1","","","","","",""
56,"Background-language","TextInput","dialect-free"," Saarländisch","69ff3891121a95ea9120db69","NULL","","","","","",""
56,"Background-language","TextInput","dialect-free"," ","69ff3891121a95ea9120db69","Shift","","","","","",""
56,"Background-language","TextInput","languages-free"," Englisch (4-6 Jahre)","69ff3891121a95ea9120db69","NULL","","","","","",""
56,"Background-language","TextInput","languages-free"," ","69ff3891121a95ea9120db69","Shift","","","","","",""
56,"Background-language","TextInput","abroad-free"," /","69ff3891121a95ea9120db69","NULL","","","","","",""
56,"Background-language","TextInput","abroad-free"," ","69ff3891121a95ea9120db69","Shift","","","","","",""
56,"Background-language","PennController","6","End","69ff3891121a95ea9120db69","NULL","","","","","",""
57,"Background-demographic","PennController","7","Start","69ff3891121a95ea9120db69","NULL","","","","","",""
57,"Background-demographic","PennController","7","Start","69ff3891121a95ea9120db69","NULL","","","","","",""
57,"Background-demographic","PennController","7","End","69ff3891121a95ea9120db69","NULL","","","","","",""
57,"Background-demographic","DropDown","sex","männlich","69ff3891121a95ea9120db69","1","","","","","",""
57,"Background-demographic","DropDown","age","27","69ff3891121a95ea9120db69","9","","","","","",""
57,"Background-demographic","TextInput","feedback"," ","69ff3891121a95ea9120db69","NULL","","","","","",""
57,"Background-demographic","PennController","7","End","69ff3891121a95ea9120db69","NULL","","","","","",""
0,"introduction","PennController","0","End","69e90e74751cc7b4bfa53f5f","NULL","","","","","",""
0,"introduction","PennController","0","Start","69e90e74751cc7b4bfa53f5f","NULL","","","","","",""
0,"introduction","PennController","0","Start","69e90e74751cc7b4bfa53f5f","NULL","","","","","",""
0,"introduction","PennController","0","End","69e90e74751cc7b4bfa53f5f","NULL","","","","","",""
1,"data","PennController","1","End","69e90e74751cc7b4bfa53f5f","NULL","","","","","",""
1,"data","PennController","1","Start","69e90e74751cc7b4bfa53f5f","NULL","","","","","",""
1,"data","PennController","1","Start","69e90e74751cc7b4bfa53f5f","NULL","","","","","",""
1,"data","PennController","1","End","69e90e74751cc7b4bfa53f5f","NULL","","","","","",""
2,"consent","PennController","2","End","69e90e74751cc7b4bfa53f5f","NULL","","","","","",""
2,"consent","PennController","2","Start","69e90e74751cc7b4bfa53f5f","NULL","","","","","",""
2,"consent","PennController","2","Start","69e90e74751cc7b4bfa53f5f","NULL","","","","","",""
2,"consent","PennController","2","End","69e90e74751cc7b4bfa53f5f","NULL","","","","","",""
3,"commitment","PennController","3","End","69e90e74751cc7b4bfa53f5f","NULL","","","","","",""
3,"commitment","PennController","3","Start","69e90e74751cc7b4bfa53f5f","NULL","","","","","",""
3,"commitment","PennController","3","Start","69e90e74751cc7b4bfa53f5f","NULL","","","","","",""
3,"commitment","Scale","response"," Ja ","69e90e74751cc7b4bfa53f5f","NULL","","","","","",""
3,"commitment","PennController","3","End","69e90e74751cc7b4bfa53f5f","NULL","","","","","",""
4,"instructions-accept","PennController","4","End","69e90e74751cc7b4bfa53f5f","NULL","","","","","",""
4,"instructions-accept","PennController","4","Start","69e90e74751cc7b4bfa53f5f","NULL","","","","","",""
4,"instructions-accept","PennController","4","Start","69e90e74751cc7b4bfa53f5f","NULL","","","","","",""
4,"instructions-accept","PennController","4","End","69e90e74751cc7b4bfa53f5f","NULL","","","","","",""
5,"practice-norming","PennController","9","End","69e90e74751cc7b4bfa53f5f","practice","practice-1","NULL","","","",""
5,"practice-norming","PennController","9","Start","69e90e74751cc7b4bfa53f5f","practice","practice-1","NULL","","","",""
5,"practice-norming","PennController","9","Start","69e90e74751cc7b4bfa53f5f","practice","practice-1","NULL","","","",""
5,"practice-norming","Controller-AcceptabilityJudgment","AcceptabilityJudgment","7","69e90e74751cc7b4bfa53f5f","practice","practice-1","NULL","21057","","",""
5,"practice-norming","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69e90e74751cc7b4bfa53f5f","practice","practice-1","Any addtional parameters were appended as additional columns","","","",""
5,"practice-norming","TextInput","prac-comment"," ","69e90e74751cc7b4bfa53f5f","practice","practice-1","NULL","","","",""
5,"practice-norming","PennController","9","End","69e90e74751cc7b4bfa53f5f","practice","practice-1","NULL","","","",""
6,"practice-norming","PennController","10","End","69e90e74751cc7b4bfa53f5f","practice","practice-2","NULL","","","",""
6,"practice-norming","PennController","10","Start","69e90e74751cc7b4bfa53f5f","practice","practice-2","NULL","","","",""
6,"practice-norming","PennController","10","Start","69e90e74751cc7b4bfa53f5f","practice","practice-2","NULL","","","",""
6,"practice-norming","Controller-AcceptabilityJudgment","AcceptabilityJudgment","1","69e90e74751cc7b4bfa53f5f","practice","practice-2","NULL","9348","","",""
6,"practice-norming","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69e90e74751cc7b4bfa53f5f","practice","practice-2","Any addtional parameters were appended as additional columns","","","",""
6,"practice-norming","PennController","10","End","69e90e74751cc7b4bfa53f5f","practice","practice-2","NULL","","","",""
6,"practice-norming","TextInput","prac-comment"," ","69e90e74751cc7b4bfa53f5f","practice","practice-2","NULL","","","",""
7,"transition-norming","PennController","5","End","69e90e74751cc7b4bfa53f5f","NULL","","","","","",""
7,"transition-norming","PennController","5","Start","69e90e74751cc7b4bfa53f5f","NULL","","","","","",""
7,"transition-norming","PennController","5","Start","69e90e74751cc7b4bfa53f5f","NULL","","","","","",""
7,"transition-norming","PennController","5","End","69e90e74751cc7b4bfa53f5f","NULL","","","","","",""
36,"norming-trial-1","PennController","39","End","69e90e74751cc7b4bfa53f5f","2","main","main-20","bouletic-soll","soll","bouletic",""
36,"norming-trial-1","PennController","39","Start","69e90e74751cc7b4bfa53f5f","2","main","main-20","bouletic-soll","soll","bouletic",""
36,"norming-trial-1","PennController","39","Start","69e90e74751cc7b4bfa53f5f","2","main","main-20","bouletic-soll","soll","bouletic",""
36,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","6","69e90e74751cc7b4bfa53f5f","2","main","main-20","bouletic-soll","soll","bouletic","Any addtional parameters were appended as additional columns"
36,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69e90e74751cc7b4bfa53f5f","2","main","main-20","bouletic-soll","soll","bouletic",""
36,"norming-trial-1","PennController","39","End","69e90e74751cc7b4bfa53f5f","2","main","main-20","bouletic-soll","soll","bouletic",""
36,"norming-trial-1","TextInput","norm-comment"," ","69e90e74751cc7b4bfa53f5f","2","main","main-20","bouletic-soll","soll","bouletic",""
27,"norming-trial-1","PennController","30","End","69e90e74751cc7b4bfa53f5f","2","main","main-12","bouletic-soll","soll","bouletic",""
27,"norming-trial-1","PennController","30","Start","69e90e74751cc7b4bfa53f5f","2","main","main-12","bouletic-soll","soll","bouletic",""
27,"norming-trial-1","PennController","30","Start","69e90e74751cc7b4bfa53f5f","2","main","main-12","bouletic-soll","soll","bouletic",""
27,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","7","69e90e74751cc7b4bfa53f5f","2","main","main-12","bouletic-soll","soll","bouletic","Any addtional parameters were appended as additional columns"
27,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69e90e74751cc7b4bfa53f5f","2","main","main-12","bouletic-soll","soll","bouletic",""
27,"norming-trial-1","PennController","30","End","69e90e74751cc7b4bfa53f5f","2","main","main-12","bouletic-soll","soll","bouletic",""
27,"norming-trial-1","TextInput","norm-comment"," ","69e90e74751cc7b4bfa53f5f","2","main","main-12","bouletic-soll","soll","bouletic",""
21,"norming-trial-1","PennController","24","End","69e90e74751cc7b4bfa53f5f","2","control","control-7","control-good","kann","good",""
21,"norming-trial-1","PennController","24","Start","69e90e74751cc7b4bfa53f5f","2","control","control-7","control-good","kann","good",""
21,"norming-trial-1","PennController","24","Start","69e90e74751cc7b4bfa53f5f","2","control","control-7","control-good","kann","good",""
21,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","7","69e90e74751cc7b4bfa53f5f","2","control","control-7","control-good","kann","good","Any addtional parameters were appended as additional columns"
21,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69e90e74751cc7b4bfa53f5f","2","control","control-7","control-good","kann","good",""
21,"norming-trial-1","PennController","24","End","69e90e74751cc7b4bfa53f5f","2","control","control-7","control-good","kann","good",""
21,"norming-trial-1","TextInput","norm-comment"," ","69e90e74751cc7b4bfa53f5f","2","control","control-7","control-good","kann","good",""
40,"norming-trial-1","PennController","43","End","69e90e74751cc7b4bfa53f5f","2","main","main-24","bouletic-soll","soll","bouletic",""
40,"norming-trial-1","PennController","43","Start","69e90e74751cc7b4bfa53f5f","2","main","main-24","bouletic-soll","soll","bouletic",""
40,"norming-trial-1","PennController","43","Start","69e90e74751cc7b4bfa53f5f","2","main","main-24","bouletic-soll","soll","bouletic",""
40,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","1","69e90e74751cc7b4bfa53f5f","2","main","main-24","bouletic-soll","soll","bouletic","Any addtional parameters were appended as additional columns"
40,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69e90e74751cc7b4bfa53f5f","2","main","main-24","bouletic-soll","soll","bouletic",""
40,"norming-trial-1","PennController","43","End","69e90e74751cc7b4bfa53f5f","2","main","main-24","bouletic-soll","soll","bouletic",""
40,"norming-trial-1","TextInput","norm-comment"," ","69e90e74751cc7b4bfa53f5f","2","main","main-24","bouletic-soll","soll","bouletic",""
9,"norming-trial-1","PennController","12","End","69e90e74751cc7b4bfa53f5f","2","control","control-10","control-bad","darf","bad",""
9,"norming-trial-1","PennController","12","Start","69e90e74751cc7b4bfa53f5f","2","control","control-10","control-bad","darf","bad",""
9,"norming-trial-1","PennController","12","Start","69e90e74751cc7b4bfa53f5f","2","control","control-10","control-bad","darf","bad",""
9,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","1","69e90e74751cc7b4bfa53f5f","2","control","control-10","control-bad","darf","bad","Any addtional parameters were appended as additional columns"
9,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69e90e74751cc7b4bfa53f5f","2","control","control-10","control-bad","darf","bad",""
9,"norming-trial-1","PennController","12","End","69e90e74751cc7b4bfa53f5f","2","control","control-10","control-bad","darf","bad",""
9,"norming-trial-1","TextInput","norm-comment"," ","69e90e74751cc7b4bfa53f5f","2","control","control-10","control-bad","darf","bad",""
48,"norming-trial-1","PennController","51","End","69e90e74751cc7b4bfa53f5f","2","main","main-31","bouletic-soll","soll","bouletic",""
48,"norming-trial-1","PennController","51","Start","69e90e74751cc7b4bfa53f5f","2","main","main-31","bouletic-soll","soll","bouletic",""
48,"norming-trial-1","PennController","51","Start","69e90e74751cc7b4bfa53f5f","2","main","main-31","bouletic-soll","soll","bouletic",""
48,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","1","69e90e74751cc7b4bfa53f5f","2","main","main-31","bouletic-soll","soll","bouletic","Any addtional parameters were appended as additional columns"
48,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69e90e74751cc7b4bfa53f5f","2","main","main-31","bouletic-soll","soll","bouletic",""
48,"norming-trial-1","PennController","51","End","69e90e74751cc7b4bfa53f5f","2","main","main-31","bouletic-soll","soll","bouletic",""
48,"norming-trial-1","TextInput","norm-comment"," ","69e90e74751cc7b4bfa53f5f","2","main","main-31","bouletic-soll","soll","bouletic",""
37,"norming-trial-1","PennController","40","End","69e90e74751cc7b4bfa53f5f","2","main","main-21","non-bouletic-soll","soll","non-bouletic",""
37,"norming-trial-1","PennController","40","Start","69e90e74751cc7b4bfa53f5f","2","main","main-21","non-bouletic-soll","soll","non-bouletic",""
37,"norming-trial-1","PennController","40","Start","69e90e74751cc7b4bfa53f5f","2","main","main-21","non-bouletic-soll","soll","non-bouletic",""
37,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","6","69e90e74751cc7b4bfa53f5f","2","main","main-21","non-bouletic-soll","soll","non-bouletic","Any addtional parameters were appended as additional columns"
37,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69e90e74751cc7b4bfa53f5f","2","main","main-21","non-bouletic-soll","soll","non-bouletic",""
37,"norming-trial-1","PennController","40","End","69e90e74751cc7b4bfa53f5f","2","main","main-21","non-bouletic-soll","soll","non-bouletic",""
37,"norming-trial-1","TextInput","norm-comment"," ","69e90e74751cc7b4bfa53f5f","2","main","main-21","non-bouletic-soll","soll","non-bouletic",""
50,"norming-trial-1","PennController","53","End","69e90e74751cc7b4bfa53f5f","2","main","main-4","non-bouletic-soll","soll","non-bouletic",""
50,"norming-trial-1","PennController","53","Start","69e90e74751cc7b4bfa53f5f","2","main","main-4","non-bouletic-soll","soll","non-bouletic",""
50,"norming-trial-1","PennController","53","Start","69e90e74751cc7b4bfa53f5f","2","main","main-4","non-bouletic-soll","soll","non-bouletic",""
50,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","1","69e90e74751cc7b4bfa53f5f","2","main","main-4","non-bouletic-soll","soll","non-bouletic","Any addtional parameters were appended as additional columns"
50,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69e90e74751cc7b4bfa53f5f","2","main","main-4","non-bouletic-soll","soll","non-bouletic",""
50,"norming-trial-1","PennController","53","End","69e90e74751cc7b4bfa53f5f","2","main","main-4","non-bouletic-soll","soll","non-bouletic",""
50,"norming-trial-1","TextInput","norm-comment"," ","69e90e74751cc7b4bfa53f5f","2","main","main-4","non-bouletic-soll","soll","non-bouletic",""
15,"norming-trial-1","PennController","18","End","69e90e74751cc7b4bfa53f5f","2","control","control-16","control-good","kann","bad",""
15,"norming-trial-1","PennController","18","Start","69e90e74751cc7b4bfa53f5f","2","control","control-16","control-good","kann","bad",""
15,"norming-trial-1","PennController","18","Start","69e90e74751cc7b4bfa53f5f","2","control","control-16","control-good","kann","bad",""
15,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","5","69e90e74751cc7b4bfa53f5f","2","control","control-16","control-good","kann","bad","Any addtional parameters were appended as additional columns"
15,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69e90e74751cc7b4bfa53f5f","2","control","control-16","control-good","kann","bad",""
15,"norming-trial-1","PennController","18","End","69e90e74751cc7b4bfa53f5f","2","control","control-16","control-good","kann","bad",""
15,"norming-trial-1","TextInput","norm-comment"," ","69e90e74751cc7b4bfa53f5f","2","control","control-16","control-good","kann","bad",""
49,"norming-trial-1","PennController","52","End","69e90e74751cc7b4bfa53f5f","2","main","main-32","non-bouletic-soll","soll","non-bouletic",""
49,"norming-trial-1","PennController","52","Start","69e90e74751cc7b4bfa53f5f","2","main","main-32","non-bouletic-soll","soll","non-bouletic",""
49,"norming-trial-1","PennController","52","Start","69e90e74751cc7b4bfa53f5f","2","main","main-32","non-bouletic-soll","soll","non-bouletic",""
49,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","2","69e90e74751cc7b4bfa53f5f","2","main","main-32","non-bouletic-soll","soll","non-bouletic","Any addtional parameters were appended as additional columns"
49,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69e90e74751cc7b4bfa53f5f","2","main","main-32","non-bouletic-soll","soll","non-bouletic",""
49,"norming-trial-1","PennController","52","End","69e90e74751cc7b4bfa53f5f","2","main","main-32","non-bouletic-soll","soll","non-bouletic",""
49,"norming-trial-1","TextInput","norm-comment"," ","69e90e74751cc7b4bfa53f5f","2","main","main-32","non-bouletic-soll","soll","non-bouletic",""
19,"norming-trial-1","PennController","22","End","69e90e74751cc7b4bfa53f5f","2","control","control-5","control-bad","kann","good",""
19,"norming-trial-1","PennController","22","Start","69e90e74751cc7b4bfa53f5f","2","control","control-5","control-bad","kann","good",""
19,"norming-trial-1","PennController","22","Start","69e90e74751cc7b4bfa53f5f","2","control","control-5","control-bad","kann","good",""
19,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","6","69e90e74751cc7b4bfa53f5f","2","control","control-5","control-bad","kann","good","Any addtional parameters were appended as additional columns"
19,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69e90e74751cc7b4bfa53f5f","2","control","control-5","control-bad","kann","good",""
19,"norming-trial-1","PennController","22","End","69e90e74751cc7b4bfa53f5f","2","control","control-5","control-bad","kann","good",""
19,"norming-trial-1","TextInput","norm-comment"," ","69e90e74751cc7b4bfa53f5f","2","control","control-5","control-bad","kann","good",""
29,"norming-trial-1","PennController","32","End","69e90e74751cc7b4bfa53f5f","2","main","main-14","bouletic-soll","soll","bouletic",""
29,"norming-trial-1","PennController","32","Start","69e90e74751cc7b4bfa53f5f","2","main","main-14","bouletic-soll","soll","bouletic",""
29,"norming-trial-1","PennController","32","Start","69e90e74751cc7b4bfa53f5f","2","main","main-14","bouletic-soll","soll","bouletic",""
29,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","1","69e90e74751cc7b4bfa53f5f","2","main","main-14","bouletic-soll","soll","bouletic","Any addtional parameters were appended as additional columns"
29,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69e90e74751cc7b4bfa53f5f","2","main","main-14","bouletic-soll","soll","bouletic",""
29,"norming-trial-1","PennController","32","End","69e90e74751cc7b4bfa53f5f","2","main","main-14","bouletic-soll","soll","bouletic",""
29,"norming-trial-1","TextInput","norm-comment"," ","69e90e74751cc7b4bfa53f5f","2","main","main-14","bouletic-soll","soll","bouletic",""
32,"norming-trial-1","PennController","35","End","69e90e74751cc7b4bfa53f5f","2","main","main-17","bouletic-soll","soll","bouletic",""
32,"norming-trial-1","PennController","35","Start","69e90e74751cc7b4bfa53f5f","2","main","main-17","bouletic-soll","soll","bouletic",""
32,"norming-trial-1","PennController","35","Start","69e90e74751cc7b4bfa53f5f","2","main","main-17","bouletic-soll","soll","bouletic",""
32,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","1","69e90e74751cc7b4bfa53f5f","2","main","main-17","bouletic-soll","soll","bouletic","Any addtional parameters were appended as additional columns"
32,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69e90e74751cc7b4bfa53f5f","2","main","main-17","bouletic-soll","soll","bouletic",""
32,"norming-trial-1","PennController","35","End","69e90e74751cc7b4bfa53f5f","2","main","main-17","bouletic-soll","soll","bouletic",""
32,"norming-trial-1","TextInput","norm-comment"," ","69e90e74751cc7b4bfa53f5f","2","main","main-17","bouletic-soll","soll","bouletic",""
11,"norming-trial-1","PennController","14","End","69e90e74751cc7b4bfa53f5f","2","control","control-12","control-bad","darf","bad",""
11,"norming-trial-1","PennController","14","Start","69e90e74751cc7b4bfa53f5f","2","control","control-12","control-bad","darf","bad",""
11,"norming-trial-1","PennController","14","Start","69e90e74751cc7b4bfa53f5f","2","control","control-12","control-bad","darf","bad",""
11,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","1","69e90e74751cc7b4bfa53f5f","2","control","control-12","control-bad","darf","bad","Any addtional parameters were appended as additional columns"
11,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69e90e74751cc7b4bfa53f5f","2","control","control-12","control-bad","darf","bad",""
11,"norming-trial-1","PennController","14","End","69e90e74751cc7b4bfa53f5f","2","control","control-12","control-bad","darf","bad",""
11,"norming-trial-1","TextInput","norm-comment"," ","69e90e74751cc7b4bfa53f5f","2","control","control-12","control-bad","darf","bad",""
42,"norming-trial-1","PennController","45","End","69e90e74751cc7b4bfa53f5f","2","main","main-26","non-bouletic-soll","soll","non-bouletic",""
42,"norming-trial-1","PennController","45","Start","69e90e74751cc7b4bfa53f5f","2","main","main-26","non-bouletic-soll","soll","non-bouletic",""
42,"norming-trial-1","PennController","45","Start","69e90e74751cc7b4bfa53f5f","2","main","main-26","non-bouletic-soll","soll","non-bouletic",""
42,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","1","69e90e74751cc7b4bfa53f5f","2","main","main-26","non-bouletic-soll","soll","non-bouletic","Any addtional parameters were appended as additional columns"
42,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69e90e74751cc7b4bfa53f5f","2","main","main-26","non-bouletic-soll","soll","non-bouletic",""
42,"norming-trial-1","PennController","45","End","69e90e74751cc7b4bfa53f5f","2","main","main-26","non-bouletic-soll","soll","non-bouletic",""
